round,loss_supcon,loss_ce,mean_acc_local,mean_acc_pers,mean_f1_local,mean_f1_pers
1,6.975957822799683,0.6636874616146088,0.6265573484959457,0.4120583811262243,0.42149689028029824,0.3667336247450366
2,6.972319459915161,0.6388487637042999,0.6284483438946215,0.7000437555625617,0.4231074454907427,0.6102408923800589
3,6.977085113525391,0.6660100758075714,0.6265367654567422,0.7532395594264225,0.42227753417611436,0.6357752267508372
4,6.971126699447632,0.6496412634849549,0.6252842488559099,0.9031394276647253,0.4218554986895937,0.7094352845722556
5,6.972439718246459,0.6776260077953339,0.6264991003035385,0.9486861745671409,0.4219961887087761,0.757646467669659
6,6.965463161468506,0.6657472133636475,0.6292575089716217,0.9526645858994507,0.4238496127543667,0.7698419939461671
7,6.963389444351196,0.643548434972763,0.6285582172866666,0.9590866601734521,0.42371065664888036,0.8048988199305176
8,6.966436147689819,0.6698344945907593,0.6289874302488401,0.9577521902734435,0.4237274950010142,0.7986213164482832
9,6.960403251647949,0.6442999064922332,0.6288725841554209,0.9564908430155858,0.4241525608388045,0.7806236876758516
10,6.961875534057617,0.665220034122467,0.6285876091557063,0.9601319182604576,0.424375845679559,0.8074826673149833
11,6.959912919998169,0.6422359764575958,0.628924209355059,0.9623633718141374,0.42523789716981947,0.8270132959227702
12,6.962075042724609,0.662422901391983,0.628044129300164,0.9628362937222332,0.4241570332877393,0.8205317517708085
13,6.954948663711548,0.6641766846179962,0.6289148431523613,0.961482534043968,0.4250582173555132,0.8055190832416665
14,6.956208848953247,0.6435113966464996,0.6297748975409143,0.9655285597713825,0.4260434640912396,0.8634566186798776
15,6.958765316009521,0.6567093670368194,0.6303009382520081,0.96363627111176,0.42560252280286803,0.8305202706013375
16,6.957018756866455,0.6419086039066315,0.629017179148328,0.9652965032322528,0.42518965086329275,0.8632326665417587
17,6.953908872604369,0.6526265442371368,0.6306300010552822,0.9634012710202885,0.42666586147430713,0.8243462327500268
18,6.951393461227417,0.6298847079277039,0.6303387819204358,0.9646859445272782,0.4264990063949594,0.836307471717948
19,6.951325273513794,0.6801447033882142,0.6292492356874577,0.9660711252236153,0.42552990759349696,0.8684732939943113
20,6.951363897323608,0.6473417401313781,0.6285582172866666,0.9631308134398696,0.4246235281916678,0.817008602020822
21,6.9469279766082765,0.6444196581840516,0.6320710219373571,0.9653354616464032,0.42830887924799765,0.8739849168085498
22,6.948170471191407,0.6533242166042328,0.6305037596101333,0.9649865516920111,0.42735154765968975,0.8704689954814068
23,6.948209667205811,0.6617635011672973,0.630157993550496,0.9660862000157724,0.42605528942010296,0.8931456244394187
24,6.9454422950744625,0.6667234241962433,0.6325522171296168,0.9656058973996331,0.42895330171697227,0.8406548391116222
25,6.947315979003906,0.6580877363681793,0.6316436596089916,0.9671691232559815,0.42780316230152593,0.8986273176812731
26,6.94300389289856,0.6579327881336212,0.6322659488689555,0.9673289715562698,0.42916488096045724,0.897542795219756
27,6.942912960052491,0.639282500743866,0.6302456336119427,0.9647296753003894,0.42614212012711966,0.8437071886564365
28,6.936066150665283,0.6835078358650208,0.6344542290223852,0.9651530011578793,0.4312289895513552,0.8522007997249521
29,6.939091777801513,0.663378369808197,0.6344257515566551,0.966685163026604,0.43100811052512683,0.8746691204435582
30,6.93866286277771,0.6546635389328003,0.629940410776284,0.9673352156914015,0.4277770727431149,0.893444211910601
31,6.93816442489624,0.6542625904083252,0.633349629824439,0.9667573712654456,0.42974002727631677,0.8776830211145555
32,6.936932706832886,0.6336773395538331,0.6317031792351566,0.9669749103852796,0.4284526092433993,0.8765821998587153
33,6.935904932022094,0.6662836432456971,0.6355371522625944,0.9661040180178581,0.4324609680184356,0.8828999122580943
