[CLIENT-0-SCAFFOLD] Run started at: 2026-03-25 08:23:14
[CLIENT-0-SCAFFOLD] Run ID: 20260325_082314
[CLIENT-0-SCAFFOLD] Log file: results\scaffold_multiclass_sslcon\logs\client_0_20260325_082314.log
[CLIENT-0-SCAFFOLD] ============================================================
[CLIENT-0-SCAFFOLD] FeCoGraph SCAFFOLD Client 0
[CLIENT-0-SCAFFOLD] Contrastive mode: sslcon
[CLIENT-0-SCAFFOLD] Device: cpu
[CLIENT-0-SCAFFOLD] ============================================================
[CLIENT-0-SCAFFOLD] Train: 25,353 | Test: 59,159 | Labeled: 7602
[CLIENT-0-SCAFFOLD] Connecting to server 127.0.0.1:9999...
[CLIENT-0-SCAFFOLD] Connected and registered.
[CLIENT-0-SCAFFOLD]   Round 1 | Loss=5.5803 | Acc(G)=0.9871 | Acc(P)=0.0023 | F1(P)=0.0528 | Time=34.8s
[CLIENT-0-SCAFFOLD]   Round 2 | Loss=5.1755 | Acc(G)=0.0391 | Acc(P)=0.0025 | F1(P)=0.0081 | Time=36.4s
[CLIENT-0-SCAFFOLD]   Round 3 | Loss=4.9337 | Acc(G)=0.9944 | Acc(P)=0.0036 | F1(P)=0.0014 | Time=36.7s
[CLIENT-0-SCAFFOLD]   Round 4 | Loss=4.9388 | Acc(G)=0.0746 | Acc(P)=0.0300 | F1(P)=0.0051 | Time=35.9s
[CLIENT-0-SCAFFOLD]   Round 5 | Loss=4.8412 | Acc(G)=0.9943 | Acc(P)=0.4057 | F1(P)=0.0490 | Time=36.4s
[CLIENT-0-SCAFFOLD]   Round 6 | Loss=4.8826 | Acc(G)=0.0867 | Acc(P)=0.6830 | F1(P)=0.0689 | Time=37.1s
[CLIENT-0-SCAFFOLD]   Round 7 | Loss=4.8164 | Acc(G)=0.9943 | Acc(P)=0.7213 | F1(P)=0.1145 | Time=51.9s
[CLIENT-0-SCAFFOLD]   Round 8 | Loss=4.8521 | Acc(G)=0.0941 | Acc(P)=0.7775 | F1(P)=0.0843 | Time=96.5s
[CLIENT-0-SCAFFOLD]   Round 9 | Loss=4.7894 | Acc(G)=0.9943 | Acc(P)=0.8420 | F1(P)=0.0905 | Time=96.4s
[CLIENT-0-SCAFFOLD]   Round 10 | Loss=4.8274 | Acc(G)=0.1012 | Acc(P)=0.8723 | F1(P)=0.0915 | Time=97.4s
[CLIENT-0-SCAFFOLD]   Round 11 | Loss=4.7782 | Acc(G)=0.9943 | Acc(P)=0.9184 | F1(P)=0.1542 | Time=97.7s
