[CLIENT-0-SCAFFOLD] Run started at: 2026-03-25 07:11:06
[CLIENT-0-SCAFFOLD] Run ID: 20260325_071106
[CLIENT-0-SCAFFOLD] Log file: results\scaffold_binary_sslcon\logs\client_0_20260325_071106.log
[CLIENT-0-SCAFFOLD] ============================================================
[CLIENT-0-SCAFFOLD] FeCoGraph SCAFFOLD Client 0
[CLIENT-0-SCAFFOLD] Contrastive mode: sslcon
[CLIENT-0-SCAFFOLD] Device: cpu
[CLIENT-0-SCAFFOLD] ============================================================
[CLIENT-0-SCAFFOLD] Train: 25,353 | Test: 59,159 | Labeled: 7604
[CLIENT-0-SCAFFOLD] Connecting to server 127.0.0.1:9999...
[CLIENT-0-SCAFFOLD] Connected and registered.
[CLIENT-0-SCAFFOLD]   Round 1 | Loss=5.4141 | Acc(G)=0.0122 | Acc(P)=0.0160 | F1(P)=0.0160 | Time=36.6s
[CLIENT-0-SCAFFOLD]   Round 2 | Loss=5.0884 | Acc(G)=0.1702 | Acc(P)=0.4572 | F1(P)=0.3216 | Time=41.7s
[CLIENT-0-SCAFFOLD]   Round 3 | Loss=4.8421 | Acc(G)=0.2696 | Acc(P)=0.5711 | F1(P)=0.3740 | Time=39.4s
[CLIENT-0-SCAFFOLD]   Round 4 | Loss=4.8849 | Acc(G)=0.3212 | Acc(P)=0.8170 | F1(P)=0.4753 | Time=39.4s
[CLIENT-0-SCAFFOLD]   Round 5 | Loss=4.7468 | Acc(G)=0.4551 | Acc(P)=0.9429 | F1(P)=0.5597 | Time=39.6s
[CLIENT-0-SCAFFOLD]   Round 6 | Loss=4.8134 | Acc(G)=0.4159 | Acc(P)=0.9672 | F1(P)=0.5983 | Time=38.9s
[CLIENT-0-SCAFFOLD]   Round 7 | Loss=4.7064 | Acc(G)=0.5319 | Acc(P)=0.9829 | F1(P)=0.6743 | Time=38.6s
[CLIENT-0-SCAFFOLD]   Round 8 | Loss=4.7729 | Acc(G)=0.5194 | Acc(P)=0.9754 | F1(P)=0.6379 | Time=35.6s
[CLIENT-0-SCAFFOLD]   Round 9 | Loss=4.6819 | Acc(G)=0.6539 | Acc(P)=0.9730 | F1(P)=0.6237 | Time=39.7s
[CLIENT-0-SCAFFOLD]   Round 10 | Loss=4.7433 | Acc(G)=0.5783 | Acc(P)=0.9849 | F1(P)=0.6809 | Time=37.2s
[CLIENT-0-SCAFFOLD]   Round 11 | Loss=4.6625 | Acc(G)=0.7145 | Acc(P)=0.9867 | F1(P)=0.6962 | Time=37.0s
