round,loss_supcon,loss_ce,mean_acc_local,mean_acc_pers,mean_f1_local,mean_f1_pers
1,6.825948578516643,0.6437393705050151,0.6691993798621213,0.3994713966210121,0.47217512772055326,0.3813596365994832
2,6.773693733215332,0.5323391669988633,0.9087350902642664,0.6855421321357591,0.7093918423922987,0.5814724932950507
3,6.754037707646687,0.44964087337255476,0.9314925111585033,0.7662487511456897,0.7511545135387053,0.6392821380345629
4,6.740415569941203,0.3941763857007027,0.9356917621934372,0.9003926146907852,0.773970647110059,0.7066808331784631
5,6.72917223294576,0.3489869173367818,0.9380068193376883,0.9440896889609669,0.7963213003418711,0.7503922880215004
6,6.717138303120931,0.3114496483405431,0.9401436528067041,0.951831336858044,0.8256650647146494,0.7670560950146128
7,6.710050354003906,0.2870369201898575,0.9414161950738784,0.9601438491578598,0.8431595978007876,0.8035899242062223
8,6.7056263605753585,0.26320780138174693,0.9423398273866608,0.9585843027419387,0.8617060880041251,0.7925763966268973
9,6.6983481248219805,0.2529914537568887,0.94240670589368,0.957897320812023,0.8610826872869695,0.7872329005040658
10,6.693832349777221,0.23256094450751938,0.943220464814417,0.9622079170151727,0.8801074767487759,0.8151469576815527
11,6.691348142623902,0.22253025551637015,0.9433933587578301,0.9631784021686323,0.8847681419661779,0.819146707231329
12,6.683771753311158,0.21118046820163727,0.9436500348070387,0.9632390365405197,0.8894272860415864,0.821450572690448
13,6.684164183934529,0.20138400492568811,0.9436162276094864,0.9636370069998454,0.888131199628905,0.8270197485822894
14,6.680875775019327,0.19166770587364834,0.9452102952838564,0.9653521649027663,0.8943274085672626,0.8437836604281735
15,6.680562426249186,0.18480465056995551,0.9436715322495517,0.9657701610284339,0.8920318973764836,0.8549677628397427
16,6.678300924301148,0.17578857851525148,0.9453409302303291,0.9662195781721736,0.8978264266067213,0.8666233417203417
17,6.675725657145182,0.16865870125591753,0.943705339447104,0.9660751616944907,0.8934003875395486,0.8619414782448169
18,6.674040765762328,0.16491634868085384,0.9454278344036904,0.9708542426500348,0.8922814482112393,0.876895606977695
19,6.67312886873881,0.15716640507181484,0.9452986712333886,0.9673168403164545,0.8960767966812861,0.8878180873344967
20,6.670206769307454,0.15045243327816327,0.9686039000029245,0.9707954370847665,0.9187913761582375,0.8529979871088269
21,6.6702222188313804,0.14707260678211848,0.9453570979410197,0.9714239923070509,0.8948034632707225,0.8613212867067261
22,6.665002145767212,0.13987107155223688,0.9742178584640815,0.9727202396809945,0.9266159606604943,0.8875509783980899
23,6.66684555053711,0.13594308942556382,0.9742647113047587,0.9721093239455716,0.9303569136382659,0.8823064012426429
24,6.6670036760965985,0.13086752230922383,0.9742931887704888,0.9730044787926238,0.9260413736515214,0.8995249483898724
25,6.66590043703715,0.12774745173752308,0.9689443581579286,0.9726002641981664,0.9234909970500988,0.8970469884330299
26,6.6642700417836505,0.12253005173057319,0.9744322755163495,0.9728130309590394,0.9298786360980114,0.9079858921322334
