round,loss_supcon,loss_ce,mean_acc_local,mean_acc_pers,mean_f1_local,mean_f1_pers
1,6.546459499086652,2.79245637689318,0.006060075022106499,0.01702157083487679,0.08173369646863698,0.011935261935349904
2,6.419019328526089,2.685881393296378,0.1788733420266038,0.1576745040338033,0.08495006174820043,0.06071709837925198
3,6.354244429724556,2.4769790257726396,0.2079618528962274,0.2394342934867428,0.13016023541938723,0.11878059387388121
4,6.31361897604806,2.386290362221854,0.36476642262029674,0.2976034348312276,0.176853151746922,0.12009131384908753
5,6.274574898311069,2.1866046328204014,0.4275459082768698,0.4582385818957643,0.19695563944222969,0.14457170694562635
6,6.256538560049874,2.0707541764634,0.5147528613877865,0.4810196127925899,0.2295746893413454,0.13650317294136252
7,6.237061541421072,1.9889515153850827,0.5344017101552672,0.5213257085287175,0.22836879224891637,0.14749941754830714
8,6.222311015810285,1.8649600277628218,0.6091588158711316,0.5325896660377412,0.24452818405343935,0.16688210819350813
9,6.210487884793963,1.789338970184326,0.6507973741854245,0.6977750383200468,0.2538733499455642,0.21101926668559368
10,6.205910026005336,1.731657816001347,0.6817942720460821,0.7136426797303516,0.2642702043261837,0.25660162163073985
11,6.1952021694183355,1.6320740404299325,0.6841748668843155,0.7586396013015728,0.2703185806793884,0.29060194798905964
12,6.188532318387713,1.6212722761290412,0.7155356879076678,0.8048708387161909,0.32899943107060714,0.2818892810622908
13,6.180941241128105,1.470746590580259,0.7463732730137096,0.8281531855757991,0.3813647943878583,0.32108855685997767
14,6.179432400294713,1.4564717492886952,0.7551496980493718,0.8302191734461994,0.3977759304398635,0.32037132734752694
15,6.169574116298131,1.3976914427535874,0.7529907442834147,0.8579430866586892,0.41389753564266885,0.2962593676435078
16,6.169034090042114,1.356427218275411,0.7621765569573216,0.8680070850993049,0.4143771784551759,0.336677644075697
17,6.164405394962856,1.2141970227871623,0.7866344140950583,0.8662625571545333,0.4111692172837636,0.32547263805297943
18,6.160134668350221,1.2387365952772755,0.7929760286732431,0.8657236929699168,0.4366673633407447,0.3295976571448408
19,6.162516651153565,1.1544143683569772,0.7935944381503666,0.868744398967912,0.42396754369826284,0.3299845715828642
20,6.154557835715158,1.096990194214242,0.8033336760825637,0.8757744017706166,0.44077802001320154,0.338933203383327
21,6.155319400514875,1.1076208926524436,0.801924433249009,0.8828749406935787,0.44675552575983146,0.3324110455136052
