round,loss_supcon,loss_ce,mean_acc_local,mean_acc_pers,mean_f1_local,mean_f1_pers
1,6.807476827621461,0.6559035563468931,0.7495695506834796,0.9023968378527261,0.5976929000895751,0.6131623843145037
2,6.751483474731446,0.5678281127214431,0.9013557846177682,0.9278460586297193,0.704166177377594,0.8250918655296426
3,6.73900873374939,0.4745442261695862,0.9451715411098313,0.9263563342731591,0.7534028694509116,0.8045745952815417
4,6.727822156906128,0.40265516597032547,0.9536097156547458,0.9229497017468975,0.7764910280081443,0.7632320064173554
5,6.722011938095093,0.34963044738769533,0.9593642762923122,0.956721806636182,0.8064624302748056,0.7895386020979234
6,6.71654725265503,0.31809854137897486,0.9633426657974331,0.9586519389642323,0.8298061923729476,0.7979005339217788
7,6.709644432067871,0.2956523197889328,0.9635552540430822,0.9542386279074786,0.8411488027456413,0.7755041389884298
8,6.703117582321167,0.27671232843399046,0.9666090968321113,0.9567365025707019,0.8766720925889133,0.7881456198791414
9,6.703775976181031,0.2597867467105389,0.9657062260737566,0.9532982705111444,0.8610497448779499,0.770855517670237
10,6.692405254364013,0.2501031588315964,0.9682790521857499,0.958390847586511,0.8962043835915987,0.7974110359102073
11,6.690908832550049,0.23702812558412556,0.9719018869165207,0.9623824830771699,0.8766501570406457,0.8304870852560793
12,6.685481039047241,0.22827675232291222,0.974104305631609,0.9622373307114016,0.910111989400768,0.8306787935697504
13,6.682513135910034,0.21879161964356897,0.9729456732273554,0.9624631212882104,0.8776593383546665,0.814611057663259
14,6.6794427890777595,0.2060857604295015,0.9742226308230422,0.9618838269132726,0.9138855990391856,0.8285659847042308
15,6.676575483322143,0.19711269873380663,0.9729939978442034,0.9619970008881078,0.883657125098164,0.8230140898143589
16,6.676799552917481,0.18800894495844842,0.9730009778674207,0.9645883808902724,0.8798282240350433,0.8338894181799309
17,6.676115970611572,0.17992518666386603,0.974383215011416,0.9688322552744381,0.9192605991202926,0.856429413035696
18,6.6758443641662595,0.171735370144248,0.9747198152107687,0.9681516959948783,0.9248215395195177,0.8423933313220903
19,6.672466407775879,0.16520857836306096,0.9745899161523814,0.9699730478494171,0.9252252932691931,0.8550257561166479
20,6.674359994888306,0.16217699579894543,0.974673698258177,0.9671521760028274,0.925048152326825,0.8270532320108268
21,6.672848342895508,0.1527444678992033,0.9748712117116689,0.9710150053536326,0.9273612674773888,0.8698374469261554
22,6.672467760086059,0.14276504908502102,0.9747782419183999,0.9703967525645443,0.9240022955427097,0.8865120941561045
23,6.6713707046508794,0.15130772697925568,0.9785151868545043,0.9684212173447986,0.9350287370977299,0.8269755245425237
24,6.669558401107789,0.13328618671000003,0.9785398063645832,0.969125838761576,0.9341635537844686,0.8336438756420133
25,6.671131246566772,0.1325952438414097,0.9786035628040366,0.9732787943286938,0.9367100418954575,0.9105321463960181
26,6.669259990692138,0.12528938997536898,0.9790485646192635,0.968775457031013,0.9401273677629829,0.8298979932429762
27,6.668393243789673,0.12490725192427635,0.9795734905846347,0.9706218072532679,0.9450521848260258,0.8539571418002565
28,6.669608865737915,0.12135823553800584,0.9792284385858938,0.9703890148260527,0.9399070577123084,0.8525007282256143
29,6.666844150543213,0.11806697318702936,0.9804989517040361,0.9697060693670123,0.9408844634253424,0.8364400699168935
30,6.666782152175903,0.11657479932904244,0.9808939786110199,0.9725142744281146,0.9472702954892767,0.8900513602375916
31,6.664076871871948,0.108689047858119,0.980882404744066,0.9705881785709396,0.9511184890481246,0.8462417280222541
32,6.666629331588744,0.10906780138239264,0.9810115679143677,0.9729559756605515,0.9483819898609747,0.910145260096829
33,6.665723947525025,0.10247518989443778,0.9805996374086077,0.9738198880047557,0.9413328996658522,0.9122884695849709
34,6.664478197097778,0.10272610361501575,0.9806694594679687,0.9734871457610543,0.9563836306406988,0.90604190075367
35,6.664283851623535,0.09954947151243686,0.9806880133581399,0.9749533435260693,0.9444363673258567,0.9389612605587121
36,6.664679740905761,0.09490948747098445,0.980654942048673,0.9725030575916087,0.9453111110173023,0.8715696010031211
37,6.665805875778197,0.09024224998801947,0.9810883699969459,0.9775770371224264,0.9551945300823016,0.9045204748981459
38,6.66359718132019,0.08989510004967449,0.9809792324929862,0.9775638129640773,0.9543648702068643,0.9172169462374602
39,6.663428218841553,0.08683670761063696,0.980601845072864,0.9778473161876211,0.9535030576390777,0.9281732961356197
40,6.661777322769165,0.08828687363117935,0.9801961587022356,0.9784637401700904,0.9360672970583676,0.929546767420646
41,6.664226119995117,0.08896511969715358,0.9808116682813954,0.9788324972756004,0.9548197429657588,0.9505062549135306
42,6.6626961708068855,0.08545296227559447,0.9806141548279034,0.9786327761578522,0.9521602342392022,0.9361818919578478
43,6.6632252712249755,0.08501797503605485,0.9805296368340224,0.9786765069309635,0.9487021968581424,0.9447844879826529
44,6.6643574390411375,0.08516067213565112,0.9804067177988525,0.9804719460144767,0.9420750977291366,0.9527291005884126
45,6.664161529541016,0.08036901024356484,0.9806648656242318,0.9792671966576312,0.9542122903222754,0.9087823520971888
46,6.661816606521606,0.07956015259772539,0.9802599151416891,0.9806926072018767,0.9416828195406517,0.9463773455293436
47,6.66385285949707,0.07631627086549998,0.9807793328600138,0.9804849916576016,0.961188388548671,0.9559951613306452
48,6.661150905609131,0.07335413011908531,0.9805250429902858,0.980251463342301,0.9467488909765769,0.9413846420784697
49,6.661697053909302,0.07626778225973249,0.9806510840930216,0.9807078605092578,0.9482178696877575,0.959956759251502
50,6.659357095718384,0.07384493681043386,0.9801961587022356,0.9804996875921215,0.9376674845931903,0.9455960553372414
51,6.659510875701905,0.07455662691034376,0.9807532415737642,0.980241361251518,0.9561376017344052,0.9532844557405842
52,6.663733005523682,0.07259323743917048,0.9802975802948928,0.9807032666655211,0.9414148551649221,0.9577561325856409
53,6.6605038051605225,0.0737432241141796,0.9808239780364347,0.9806363881585017,0.9534536523479942,0.9587547931491212
54,6.660780286788941,0.07312711596861482,0.9806771753792713,0.980508875279595,0.9529284571178527,0.949554841343399
55,6.657922563552855,0.07281104493141176,0.9807740031281917,0.980661743556666,0.9550463288453444,0.960008241476268
56,6.661485588073731,0.06816816910542547,0.9805979871172126,0.9803905500881618,0.955238007424726,0.9450277632602228
57,6.659553302764893,0.06941377250105144,0.9806610076685807,0.9810222273780121,0.956010704721686,0.9601146273224355
58,6.659003803253174,0.06652770865149796,0.980714840532475,0.9806279363591137,0.9526427097620154,0.9585080545848319
59,6.658880779266358,0.06528129569254816,0.9806740533117054,0.980694814866133,0.9585126436134093,0.9574938522419852
60,6.656879203796387,0.06826897310465574,0.9794270449579194,0.9808247139245202,0.9130787629079218,0.9573152679676076
61,6.659434879302978,0.0651399907208979,0.980631794314765,0.9810060596673214,0.9566814412136166,0.963364675151168
62,6.6545351581573495,0.06483011929877103,0.9795538219487409,0.9807655513288036,0.9167574210499869,0.9547740737201866
63,6.658429416656494,0.07010074765980244,0.9770236118641361,0.9806395102260677,0.864708348580747,0.9532355968057286
